WD_YM(출금연월),UTIZN_CO_APRVNO(이용업체승인번호),DPOST_BANKCD((비식별)입금은행코드),CALT_METH_NM(정산방법명),DPOST_AMT(입금금액)
﻿202212,15201342,CVN,익일정산,3690000
﻿202212,15201342,SHK,익일정산,4400000
﻿202212,15201366,BVI,익일정산,1000
﻿202212,15201380,BVI,익일정산,485000
﻿202212,15201401,SHK,익일정산,35000
﻿202212,15201456,BVI,익일정산,69500000
﻿202212,15201463,BVI,익일정산,6880000
﻿202212,15201487,SHK,익일정산,8070000
﻿202212,15201508,VEA,익일정산,5540000
﻿202212,15201515,SHK,익일정산,489000000
﻿202212,15201522,SHK,익일정산,11900000
﻿202212,15300100,QDF,익일정산,287000
﻿202212,15300238,SHK,익일정산,753000
﻿202212,15300311,BVI,익일정산,71200000
﻿202212,15300328,BVI,익일정산,3160000
﻿202212,15300335,FYT,익일정산,595000
﻿202212,15300342,VEA,익일정산,2580000
﻿202212,15300359,IEK,익일정산,4340000
﻿202212,15300366,BVI,익일정산,863000
﻿202212,15300373,VEA,익일정산,428000
﻿202212,15300380,JVP,익일정산,1460000
﻿202212,15300401,BVI,익일정산,3560000
﻿202212,15300449,SHK,익일정산,1420000
﻿202212,15300456,VEA,익일정산,1000000
﻿202212,15301086,SHK,익일정산,256000
﻿202212,15301093,VEA,익일정산,410000
﻿202212,15301114,BVI,익일정산,1020000
﻿202212,15600059,BVI,익일정산,3360000
﻿202212,15600066,BVI,익일정산,22600000
﻿202212,15700018,BVI,익일정산,505000000
﻿202212,17000013,IEK,익일정산,9690000
﻿202212,17000082,BVI,익일정산,21900000
﻿202212,17000134,SHK,익일정산,26400000
﻿202212,17000158,SHK,익일정산,141000000
﻿202212,17000255,BVI,익일정산,66600000
﻿202212,17000262,BVI,익일정산,13900000
﻿202212,17000279,BVI,익일정산,18200000
﻿202212,17000338,SHK,익일정산,40900000
﻿202212,17000345,CVN,익일정산,76100000
﻿202212,17000369,BVI,익일정산,30500000
﻿202212,17000383,SHK,익일정산,203000
﻿202212,17000390,SHK,익일정산,12800000
﻿202212,17000404,SHK,익일정산,8140000
﻿202212,17000411,BVI,익일정산,38600000
﻿202212,17000442,BVI,익일정산,260000000
﻿202212,17000466,SHK,익일정산,265000000
﻿202212,17000473,SHK,익일정산,235000
﻿202212,17000518,SHK,익일정산,35200000
﻿202212,17000525,BVI,익일정산,80900000
﻿202212,17000532,BVI,익일정산,97800000
﻿202212,17000549,SHK,익일정산,456000000
﻿202212,17000556,CVN,익일정산,336000000
﻿202212,17000563,SHK,익일정산,88900000
﻿202212,17000570,SHK,익일정산,276000000
﻿202212,17000587,SHK,익일정산,1720000000
﻿202212,17000594,SHK,익일정산,1090000000
﻿202212,17000622,SHK,익일정산,267000000
﻿202212,17000646,SHK,익일정산,1610000
﻿202212,17000653,BVI,익일정산,41100000
﻿202212,17000660,BVI,익일정산,66900000
﻿202212,17000677,BVI,익일정산,9110000
﻿202212,17000691,SHK,익일정산,98500000
﻿202212,17000705,SHK,익일정산,61000000
﻿202212,17000712,BVI,익일정산,251000000
﻿202212,17000743,BVI,익일정산,496000000
﻿202212,17000750,BVI,익일정산,23000
﻿202212,20000011,SHK,익일정산,4790000000
﻿202212,20000028,IEK,익일정산,17200000
﻿202212,20000042,BVI,익일정산,4240000000
﻿202212,20000066,CVN,익일정산,496000000
﻿202212,20000118,SHK,익일정산,1510000000
﻿202212,20000132,BVI,익일정산,16000000
﻿202212,20000149,BVI,익일정산,20300000
﻿202212,20000211,SHK,익일정산,643000000
﻿202212,20000222,CVN,익일정산,228000000
﻿202212,20000239,BVI,익일정산,65100000
﻿202212,20000253,CVN,익일정산,138000000
﻿202212,20000260,SHK,익일정산,25100000
﻿202212,20000350,SHK,익일정산,125000000
﻿202212,20000374,SHK,익일정산,24900000
﻿202212,20000457,SHK,익일정산,8090000
﻿202212,20000471,SHK,익일정산,105000000
﻿202212,20000516,SHK,익일정산,2740000
﻿202212,20000523,IEK,익일정산,66000000
﻿202212,20000554,IEK,익일정산,100000
﻿202212,20000561,SHK,익일정산,5860000
﻿202212,20000592,CVN,익일정산,33900000
﻿202212,21000018,CVN,익일정산,110000000
﻿202212,21000032,BVI,익일정산,4740000000
﻿202212,21000049,IEK,익일정산,40600000
﻿202212,21000056,SHK,익일정산,470000000
﻿202212,21000087,JVP,익일정산,15300000
﻿202212,21000094,SHK,익일정산,67000000
﻿202212,21000115,BVI,익일정산,9420000000
﻿202212,21000122,SHK,익일정산,4580000
﻿202212,21000139,BVI,익일정산,1040000000
﻿202212,21000177,BVI,익일정산,74400000
﻿202212,21700024,SHK,익일정산,22400000
﻿202212,21800021,SHK,익일정산,31700000
﻿202212,21900011,SHK,익일정산,110000
﻿202212,21900035,CVN,익일정산,68100000
﻿202212,21900042,BVI,익일정산,127000000
﻿202212,21900149,BVI,익일정산,362000000
﻿202212,21900170,IEK,익일정산,227000000
﻿202212,21900260,SHK,익일정산,61900000
﻿202212,21900329,BVI,익일정산,120000
﻿202212,21900374,SHK,익일정산,147000000
﻿202212,21900402,BVI,익일정산,1080000
﻿202212,23000036,VEA,익일정산,75000
﻿202212,23000050,BVI,익일정산,16400000
﻿202212,23000067,SHK,익일정산,11100000
﻿202212,24000026,BVI,익일정산,515000000
﻿202212,35000411,SHK,실시간정산,365000000
﻿202212,35000459,CVN,실시간정산,94400000
﻿202212,35000466,BVI,실시간정산,82000000
﻿202212,35000480,FYT,실시간정산,6750000
﻿202212,35100010,IEK,실시간정산,92200000
﻿202212,35100010,BVI,실시간정산,19100000
﻿202212,35100027,IEK,실시간정산,2670000
﻿202212,35100027,CVN,실시간정산,36300000
﻿202212,50000001,JVP,익일정산,382000000
﻿202212,50000001,IEK,익일정산,1080000000
﻿202212,50000001,VEA,익일정산,806000000
﻿202212,50000001,HZI,익일정산,890000000
﻿202212,50000001,BVI,익일정산,1370000000
﻿202212,50000001,QDF,익일정산,18400000
﻿202212,50000001,ZVX,익일정산,1330000
﻿202212,50000001,FLX,익일정산,149000
﻿202212,50000001,ZDD,익일정산,4780000
﻿202212,50000001,RII,익일정산,459000000
﻿202212,50000001,IUR,익일정산,209000000
﻿202212,50000001,EEB,익일정산,105000000
﻿202212,50000001,GPM,익일정산,6820000
﻿202212,50000001,CAZ,익일정산,49400000
﻿202212,50000001,CVN,익일정산,655000000
﻿202212,50000001,SHK,익일정산,1060000000
﻿202212,50000001,AHN,익일정산,2870000
﻿202212,51000001,JVP,익일정산,2090000
﻿202212,51000001,HZO,익일정산,912000
﻿202212,51000001,VEA,익일정산,28600000
﻿202212,51000001,HZI,익일정산,12400000
﻿202212,51000001,KYG,익일정산,92000
﻿202212,51000001,QDF,익일정산,2130000
﻿202212,51000001,FYT,익일정산,251000
﻿202212,51000001,ZVX,익일정산,44000
﻿202212,51000001,FLX,익일정산,12000
﻿202212,51000001,ZDD,익일정산,39000
﻿202212,51000001,RII,익일정산,5920000
﻿202212,51000001,IUR,익일정산,702000
﻿202212,51000001,EEB,익일정산,698000
﻿202212,51000001,CAZ,익일정산,5000
﻿202212,51000001,CVN,익일정산,45200000
﻿202212,51000001,SHK,익일정산,54100000
﻿202212,52000001,JVP,익일정산,5240000
﻿202212,52000001,IEK,익일정산,4340000
﻿202212,52000001,HZO,익일정산,1520000
﻿202212,52000001,VEA,익일정산,3080000
﻿202212,52000001,HZI,익일정산,4960000
﻿202212,52000001,BVI,익일정산,5410000
﻿202212,52000001,KYG,익일정산,56000
﻿202212,52000001,QDF,익일정산,316000
﻿202212,52000001,FYT,익일정산,51000
﻿202212,52000001,ZVX,익일정산,34000
﻿202212,52000001,ZDD,익일정산,6000
﻿202212,52000001,RII,익일정산,2360000
﻿202212,52000001,IUR,익일정산,267000
﻿202212,52000001,CVN,익일정산,1370000
﻿202212,52000001,SHK,익일정산,1250000
﻿202212,53000001,TGT,익일정산,239000
﻿202212,53000001,JVP,익일정산,254000000
﻿202212,53000001,IEK,익일정산,175000000
﻿202212,53000001,HZO,익일정산,7860000
﻿202212,53000001,VEA,익일정산,66900000
﻿202212,53000001,HZI,익일정산,124000000
﻿202212,53000001,BVI,익일정산,278000000
﻿202212,53000001,KYG,익일정산,14600000
﻿202212,53000001,QDF,익일정산,1650000
﻿202212,53000001,FYT,익일정산,17800000
﻿202212,53000001,ZVX,익일정산,887000
﻿202212,53000001,FLX,익일정산,37000
﻿202212,53000001,ZDD,익일정산,10000000
﻿202212,53000001,RII,익일정산,42800000
﻿202212,53000001,IUR,익일정산,24200000
﻿202212,53000001,GPM,익일정산,5000
﻿202212,53000001,CAZ,익일정산,1570000
﻿202212,53000001,CVN,익일정산,213000000
﻿202212,53000001,SHK,익일정산,210000000
﻿202212,59000001,TGT,익일정산,3300000
﻿202212,59000001,JVP,익일정산,817000000
﻿202212,59000001,IEK,익일정산,2260000000
﻿202212,59000001,HZO,익일정산,79600000
﻿202212,59000001,VEA,익일정산,932000000
﻿202212,59000001,HZI,익일정산,909000000
﻿202212,59000001,BVI,익일정산,2040000000
﻿202212,59000001,KYG,익일정산,89800000
﻿202212,59000001,FYT,익일정산,151000000
﻿202212,59000001,ZVX,익일정산,11600000
﻿202212,59000001,FLX,익일정산,703000
﻿202212,59000001,RII,익일정산,409000000
﻿202212,59000001,IUR,익일정산,262000000
﻿202212,59000001,EEB,익일정산,90400000
﻿202212,59000001,GPM,익일정산,934000
﻿202212,59000001,CAZ,익일정산,42400000
﻿202212,59000001,CVN,익일정산,1630000000
﻿202212,59000001,SHK,익일정산,1920000000
﻿202212,59000002,TGT,익일정산,16400000
﻿202212,59000002,JVP,익일정산,5960000000
﻿202212,59000002,IEK,익일정산,11600000000
﻿202212,59000002,HZO,익일정산,2360000000
﻿202212,59000002,VEA,익일정산,18100000000
﻿202212,59000002,HZI,익일정산,27100000000
﻿202212,59000002,BVI,익일정산,7040000000
﻿202212,59000002,KYG,익일정산,458000000
﻿202212,59000002,QDF,익일정산,3820000000
﻿202212,59000002,FYT,익일정산,1630000000
﻿202212,59000002,ZVX,익일정산,103000000
﻿202212,59000002,FLX,익일정산,14200000
﻿202212,59000002,ZDD,익일정산,45900000
﻿202212,59000002,IUR,익일정산,5960000000
﻿202212,59000002,EEB,익일정산,3040000000
﻿202212,59000002,GPM,익일정산,52900000
﻿202212,59000002,CAZ,익일정산,595000000
﻿202212,59000002,CVN,익일정산,5330000000
﻿202212,59000002,SHK,익일정산,10200000000
﻿202212,59000002,AHN,익일정산,36100000
﻿202212,59000003,TGT,익일정산,79000
﻿202212,59000003,JVP,익일정산,32300000
﻿202212,59000003,IEK,익일정산,84000000
﻿202212,59000003,VEA,익일정산,10300000
﻿202212,59000003,BVI,익일정산,55200000
﻿202212,59000003,KYG,익일정산,1220000
﻿202212,59000003,FYT,익일정산,3310000
﻿202212,59000003,FLX,익일정산,41000
﻿202212,59000003,RII,익일정산,3120000
﻿202212,59000003,IUR,익일정산,1940000
﻿202212,59000003,EEB,익일정산,1900000
﻿202212,59000003,CAZ,익일정산,240000
﻿202212,59000003,CVN,익일정산,112000000
﻿202212,59000003,SHK,익일정산,38000000
﻿202212,59000003,AHN,익일정산,129000
﻿202307,11000097,BVI,익일정산,237000000
﻿202307,11000699,VEA,익일정산,11400000
﻿202307,11000710,BVI,익일정산,1700000000
﻿202307,11000741,BVI,익일정산,3660000000
﻿202307,11001063,SHK,익일정산,11500000
﻿202307,11001184,SHK,익일정산,14400000000
﻿202307,11001298,BVI,익일정산,219000000
﻿202307,11900083,VEA,익일정산,2360000
﻿202307,11900111,SHK,익일정산,13400000
﻿202307,12000018,JVP,익일정산,1420000000
﻿202307,12000018,BVI,익일정산,87000
﻿202307,12000025,JVP,익일정산,406000000
﻿202307,12000032,IEK,익일정산,720000000
﻿202307,12000032,VEA,익일정산,603000000
﻿202307,12000032,HZI,익일정산,22800000
﻿202307,12000032,BVI,익일정산,62500000
﻿202307,12000032,QDF,익일정산,140000000
﻿202307,12000032,FYT,익일정산,152000000
﻿202307,12000032,ZVX,익일정산,99300000
﻿202307,12000032,FLX,익일정산,34100000
﻿202307,12000032,ZDD,익일정산,68300000
﻿202307,12000032,RII,익일정산,87900000
﻿202307,12000032,CVN,익일정산,10200000
﻿202307,12000032,SHK,익일정산,97100000
﻿202307,12000056,CVN,익일정산,56700000
﻿202307,12000063,IEK,익일정산,37300000
﻿202307,12000063,BVI,익일정산,401000000
﻿202307,12000063,SHK,익일정산,279000000
﻿202307,12000094,SHK,익일정산,500000000
﻿202307,12000122,IEK,익일정산,370000000
﻿202307,12000153,IEK,익일정산,186000000
﻿202307,12000184,VEA,익일정산,476000000
﻿202307,12000205,VEA,익일정산,505000000
﻿202307,12000229,CVN,익일정산,357000000
﻿202307,12000236,ZVX,익일정산,458000000
﻿202307,12000250,VEA,익일정산,370000000
﻿202307,12000267,HZI,익일정산,581000000
﻿202307,12000298,HZO,익일정산,221000000
﻿202307,12000302,SHK,익일정산,143000000
﻿202307,12000319,IEK,익일정산,262000000
﻿202307,12000326,VEA,익일정산,241000000
﻿202307,12000333,VEA,익일정산,307000000
﻿202307,12000388,RII,익일정산,130000000
﻿202307,12000395,JVP,익일정산,145000000
﻿202307,12000520,BVI,익일정산,59700000
﻿202307,12000575,VEA,익일정산,283000
﻿202307,12000599,VEA,익일정산,200000
﻿202307,12000603,VEA,익일정산,350000
﻿202307,12000627,HZI,익일정산,67000
﻿202307,12000634,IEK,익일정산,4080000
﻿202307,12000672,IEK,익일정산,15700000
﻿202307,12000717,CVN,익일정산,361000000
﻿202307,12000779,CVN,익일정산,465000000
﻿202307,12000793,CVN,익일정산,113000000
﻿202307,12000838,IEK,익일정산,425000000
﻿202307,12000876,CVN,익일정산,309000000
﻿202307,12000911,IEK,익일정산,314000000
﻿202307,12000928,IEK,익일정산,528000000
﻿202307,12000997,IEK,익일정산,85800000
﻿202307,12001008,IEK,익일정산,134000000
﻿202307,12001022,IEK,익일정산,435000000
﻿202307,12001060,CVN,익일정산,87100000
﻿202307,12001112,SHK,익일정산,50200000
﻿202307,12001240,BVI,익일정산,4420000
﻿202307,12001257,JVP,익일정산,262000000
﻿202307,12001264,HZI,익일정산,187000000
﻿202307,12001271,HZI,익일정산,112000000
﻿202307,12001295,IEK,익일정산,500000000
﻿202307,12001309,IEK,익일정산,301000000
﻿202307,12001316,VEA,익일정산,86500000
﻿202307,12001323,EEB,익일정산,31800000
﻿202307,12001330,BVI,익일정산,7850000
﻿202307,12001347,VEA,익일정산,38600000
﻿202307,12001354,IEK,익일정산,281000000
﻿202307,12001361,IEK,익일정산,654000000
﻿202307,12001378,VEA,익일정산,852000
﻿202307,12001385,JVP,익일정산,13900000
﻿202307,14000043,SHK,익일정산,26100000
﻿202307,14000728,SHK,익일정산,9350000
﻿202307,14000780,BVI,익일정산,60700000
﻿202307,14000797,BVI,익일정산,6550000
﻿202307,14000801,BVI,익일정산,1400000000
﻿202307,14000832,IEK,익일정산,20000
﻿202307,14000832,BVI,익일정산,120000
﻿202307,14000832,SHK,익일정산,80000
﻿202307,14000832,AHN,익일정산,20000
﻿202307,14000915,SHK,익일정산,347000
﻿202307,14001185,BVI,익일정산,270000000
﻿202307,14001251,CVN,익일정산,1090000000
﻿202307,14001268,BVI,익일정산,202000000
﻿202307,14001365,FYT,익일정산,567000000
﻿202307,14001431,SHK,익일정산,19200000
﻿202307,14001493,SHK,익일정산,4640000
﻿202307,14001590,FLX,익일정산,988000000
﻿202307,14001628,SHK,익일정산,114000000
﻿202307,14001936,CVN,익일정산,52000000
﻿202307,14001943,BVI,익일정산,65000000
﻿202307,14001974,BVI,익일정산,1160000000
﻿202307,15200013,KYG,익일정산,1900000
﻿202307,15200020,KYG,익일정산,4560000
﻿202307,15200082,BVI,익일정산,35000
﻿202307,15200099,BVI,익일정산,43000
﻿202307,15200103,BVI,익일정산,48000
﻿202307,15200110,SHK,익일정산,37000
﻿202307,15200127,IEK,익일정산,17000
﻿202307,15200134,IEK,익일정산,21000
﻿202307,15200141,BVI,익일정산,23000
﻿202307,15200158,BVI,익일정산,26000
﻿202307,15200165,SHK,익일정산,20000
﻿202307,15200172,IEK,익일정산,33000
﻿202307,15200189,IEK,익일정산,14000
﻿202307,15200196,SHK,익일정산,25000
﻿202307,15200200,BVI,익일정산,31000
﻿202307,15200217,BVI,익일정산,46000
﻿202307,15200224,BVI,익일정산,32000
﻿202307,15200231,BVI,익일정산,41000
﻿202307,15200248,SHK,익일정산,46000
﻿202307,15200255,BVI,익일정산,35000
﻿202307,15200262,BVI,익일정산,49000
﻿202307,15200279,IEK,익일정산,28000
﻿202307,15200286,BVI,익일정산,29000
﻿202307,15200293,SHK,익일정산,84000
﻿202307,15200314,BVI,익일정산,53000
﻿202307,15200321,BVI,익일정산,30000
﻿202307,15200369,BVI,익일정산,286000000
﻿202307,15200428,FYT,익일정산,7630000
﻿202307,15200435,HZO,익일정산,2470000
﻿202307,15200466,IEK,익일정산,2480000
﻿202307,15200466,FYT,익일정산,132000000
﻿202307,15200525,VEA,익일정산,313000000
﻿202307,15200532,CVN,익일정산,7180000
﻿202307,15200570,BVI,익일정산,3210000
﻿202307,15200594,CVN,익일정산,8980000
﻿202307,15201065,SHK,익일정산,1010000
﻿202307,15201124,HZO,익일정산,225000
﻿202307,15201124,VEA,익일정산,16900000
﻿202307,15201124,BVI,익일정산,2110000
﻿202307,15201124,SHK,익일정산,2710000
﻿202307,15201155,JVP,익일정산,96000
﻿202307,15201155,IEK,익일정산,240000
﻿202307,15201155,VEA,익일정산,112000
﻿202307,15201155,BVI,익일정산,126000
﻿202307,15201155,KYG,익일정산,14000
﻿202307,15201155,XIE,익일정산,2000
﻿202307,15201155,QDF,익일정산,22000
﻿202307,15201155,FYT,익일정산,15000
﻿202307,15201155,ZVX,익일정산,14000
﻿202307,15201155,ZDD,익일정산,4000
﻿202307,15201155,RII,익일정산,4000
﻿202307,15201155,CVN,익일정산,98000
﻿202307,15201162,BVI,익일정산,135000000
﻿202307,15201214,JVP,익일정산,80000
﻿202307,15201214,IEK,익일정산,22000
﻿202307,15201214,HZO,익일정산,2000
﻿202307,15201214,VEA,익일정산,24000
﻿202307,15201214,BVI,익일정산,52000
﻿202307,15201214,QDF,익일정산,4000
﻿202307,15201214,CVN,익일정산,24000
﻿202307,15201245,JVP,익일정산,430000
﻿202307,15201245,BVI,익일정산,700000
﻿202307,15201245,SHK,익일정산,16300000
﻿202307,15201252,SHK,익일정산,541000000
﻿202307,15201276,JVP,익일정산,4620000
﻿202307,15201328,IEK,익일정산,2850000
﻿202307,15201342,JVP,익일정산,8770000
﻿202307,15201342,HZO,익일정산,3010000
﻿202307,15201342,VEA,익일정산,4770000
﻿202307,15201342,KYG,익일정산,6830000
﻿202307,15201342,XIE,익일정산,2230000
﻿202307,15201342,QDF,익일정산,5130000
﻿202307,15201342,FYT,익일정산,4690000
﻿202307,15201342,ZVX,익일정산,1390000
﻿202307,15201342,FLX,익일정산,402000
﻿202307,15201342,CVN,익일정산,16400000
﻿202307,15201342,SHK,익일정산,12500000
﻿202307,15201342,AHN,익일정산,40000
﻿202307,15201342,CBX,익일정산,30000
﻿202307,15201366,BVI,익일정산,1000
﻿202307,15201456,BVI,익일정산,91500000
﻿202307,15201508,VEA,익일정산,5020000
﻿202307,15201515,SHK,익일정산,331000000
﻿202307,15201522,SHK,익일정산,16500000
﻿202307,15300238,SHK,익일정산,4000000
﻿202307,15300311,BVI,익일정산,71600000
﻿202307,15300328,BVI,익일정산,5070000
﻿202307,15300342,VEA,익일정산,4780000
﻿202307,15300359,IEK,익일정산,4340000
﻿202307,15300366,BVI,익일정산,739000
﻿202307,15300373,VEA,익일정산,942000
﻿202307,15300380,JVP,익일정산,1050000
﻿202307,15300401,BVI,익일정산,2850000
﻿202307,15300418,VEA,익일정산,2450000
﻿202307,15300449,SHK,익일정산,1390000
﻿202307,15300456,VEA,익일정산,864000
﻿202307,15300463,FLX,익일정산,101000
﻿202307,15300795,VEA,익일정산,111000
﻿202307,15301086,SHK,익일정산,817000
﻿202307,15301093,VEA,익일정산,858000
﻿202307,15301114,BVI,익일정산,1720000
﻿202307,15600028,BVI,익일정산,4300000000
﻿202307,15600042,BVI,익일정산,1600000000
﻿202307,15600066,BVI,익일정산,24100000
﻿202307,15700018,BVI,익일정산,568000000
﻿202307,17000013,IEK,익일정산,21500000
﻿202307,17000082,BVI,익일정산,4900000
﻿202307,17000134,SHK,익일정산,30800000
﻿202307,17000158,SHK,익일정산,186000000
﻿202307,17000255,BVI,익일정산,120000000
﻿202307,17000262,BVI,익일정산,8240000
﻿202307,17000279,BVI,익일정산,514000000
﻿202307,17000338,SHK,익일정산,31100000
﻿202307,17000345,CVN,익일정산,88300000
﻿202307,17000369,BVI,익일정산,58500000
﻿202307,17000383,SHK,익일정산,494000
﻿202307,17000404,SHK,익일정산,3120000
﻿202307,17000442,BVI,익일정산,33600000
﻿202307,17000466,SHK,익일정산,254000000
﻿202307,17000473,SHK,익일정산,9760000
﻿202307,17000518,SHK,익일정산,50000000
﻿202307,17000525,BVI,익일정산,197000000
﻿202307,17000532,BVI,익일정산,89000000
﻿202307,17000549,SHK,익일정산,382000000
﻿202307,17000556,CVN,익일정산,243000000
﻿202307,17000563,SHK,익일정산,107000000
﻿202307,17000570,SHK,익일정산,310000000
﻿202307,17000587,SHK,익일정산,306000000
﻿202307,17000594,SHK,익일정산,151000000
﻿202307,17000622,SHK,익일정산,272000000
﻿202307,17000653,BVI,익일정산,34500000
﻿202307,17000660,BVI,익일정산,100000000
﻿202307,17000677,BVI,익일정산,9790000
﻿202307,17000691,SHK,익일정산,55600000
﻿202307,17000705,SHK,익일정산,44300000
﻿202307,17000712,BVI,익일정산,2420000000
﻿202307,17000729,BVI,익일정산,92000000
﻿202307,17000743,BVI,익일정산,347000000
﻿202307,17000750,BVI,익일정산,181000000
﻿202307,18000010,SHK,익일정산,33200000
﻿202307,20000011,SHK,익일정산,5030000000
﻿202307,20000028,IEK,익일정산,28500000
﻿202307,20000035,CVN,익일정산,399000000
﻿202307,20000042,BVI,익일정산,4840000000
﻿202307,20000118,SHK,익일정산,1820000000
﻿202307,20000132,BVI,익일정산,22500000
﻿202307,20000149,BVI,익일정산,41000000
﻿202307,20000211,SHK,익일정산,755000000
﻿202307,20000222,CVN,익일정산,330000000
﻿202307,20000239,BVI,익일정산,54500000
﻿202307,20000253,CVN,익일정산,377000000
﻿202307,20000260,SHK,익일정산,52200000
﻿202307,20000367,BVI,익일정산,1120000
﻿202307,20000374,SHK,익일정산,42400000
﻿202307,20000457,SHK,익일정산,12000000
﻿202307,20000464,SHK,익일정산,703000
﻿202307,20000471,SHK,익일정산,154000000
﻿202307,20000523,IEK,익일정산,142000000
﻿202307,20000561,SHK,익일정산,439000000
﻿202307,21000018,CVN,익일정산,16500000
﻿202307,21000032,BVI,익일정산,5590000000
﻿202307,21000049,IEK,익일정산,24600000
﻿202307,21000056,SHK,익일정산,519000000
﻿202307,21000063,SHK,익일정산,428000000
﻿202307,21000094,SHK,익일정산,109000000
﻿202307,21000108,CVN,익일정산,30700000
﻿202307,21000115,BVI,익일정산,7670000000
﻿202307,21000122,SHK,익일정산,4340000
﻿202307,21000139,BVI,익일정산,1020000000
﻿202307,21000177,BVI,익일정산,102000000
﻿202307,21700024,SHK,익일정산,13200000
﻿202307,21900011,SHK,익일정산,440000
﻿202307,21900035,CVN,익일정산,24600000
﻿202307,21900042,BVI,익일정산,57100000
﻿202307,21900149,BVI,익일정산,278000000
﻿202307,21900170,IEK,익일정산,204000000
﻿202307,21900329,BVI,익일정산,4850000
﻿202307,21900350,SHK,익일정산,21000
﻿202307,21900374,SHK,익일정산,282000000
﻿202307,21900402,BVI,익일정산,1430000
﻿202307,23000050,BVI,익일정산,22800000
﻿202307,24000026,BVI,익일정산,239000000
﻿202307,35000459,CVN,실시간정산,1550000
﻿202307,35000466,BVI,실시간정산,21200000
﻿202307,35100010,BVI,실시간정산,15000000
﻿202307,35100027,IEK,실시간정산,20000
﻿202307,35100027,CVN,실시간정산,7380000
﻿202307,50000001,IEK,익일정산,729000000
﻿202307,50000001,HZO,익일정산,30200000
﻿202307,50000001,VEA,익일정산,448000000
﻿202307,50000001,HZI,익일정산,545000000
﻿202307,50000001,BVI,익일정산,811000000
﻿202307,50000001,KYG,익일정산,31400000
﻿202307,50000001,QDF,익일정산,8080000
﻿202307,50000001,ZVX,익일정산,1130000
﻿202307,50000001,ZDD,익일정산,3690000
﻿202307,50000001,RII,익일정산,268000000
﻿202307,50000001,IUR,익일정산,144000000
﻿202307,50000001,GPM,익일정산,3300000
﻿202307,50000001,CAZ,익일정산,29200000
﻿202307,50000001,CVN,익일정산,531000000
﻿202307,50000001,SHK,익일정산,878000000
﻿202307,50000001,AHN,익일정산,3640000
﻿202307,51000001,JVP,익일정산,974000
﻿202307,51000001,HZO,익일정산,274000
﻿202307,51000001,VEA,익일정산,8730000
﻿202307,51000001,BVI,익일정산,6480000
﻿202307,51000001,KYG,익일정산,213000
﻿202307,51000001,QDF,익일정산,88000
﻿202307,51000001,FYT,익일정산,213000
﻿202307,51000001,ZDD,익일정산,61000
﻿202307,51000001,RII,익일정산,5750000
﻿202307,51000001,IUR,익일정산,76000
﻿202307,51000001,EEB,익일정산,559000
﻿202307,51000001,CAZ,익일정산,33000
﻿202307,51000001,CVN,익일정산,25500000
﻿202307,51000001,SHK,익일정산,48400000
﻿202307,52000001,IEK,익일정산,2440000
﻿202307,52000001,HZO,익일정산,372000
﻿202307,52000001,VEA,익일정산,2720000
﻿202307,52000001,HZI,익일정산,2800000
﻿202307,52000001,KYG,익일정산,3000
﻿202307,52000001,QDF,익일정산,897000
﻿202307,52000001,ZVX,익일정산,35000
﻿202307,52000001,ZDD,익일정산,22000
﻿202307,52000001,RII,익일정산,812000
﻿202307,52000001,IUR,익일정산,329000
﻿202307,52000001,CAZ,익일정산,136000
﻿202307,52000001,CVN,익일정산,975000
﻿202307,53000001,TGT,익일정산,246000
﻿202307,53000001,JVP,익일정산,176000000
﻿202307,53000001,IEK,익일정산,107000000
﻿202307,53000001,HZO,익일정산,3180000
﻿202307,53000001,VEA,익일정산,34500000
﻿202307,53000001,HZI,익일정산,80600000
﻿202307,53000001,BVI,익일정산,136000000
﻿202307,53000001,KYG,익일정산,5870000
﻿202307,53000001,QDF,익일정산,611000
﻿202307,53000001,ZVX,익일정산,868000
﻿202307,53000001,FLX,익일정산,15000
﻿202307,53000001,ZDD,익일정산,3380000
﻿202307,53000001,RII,익일정산,27400000
﻿202307,53000001,IUR,익일정산,10400000
﻿202307,53000001,EEB,익일정산,6970000
﻿202307,53000001,CAZ,익일정산,109000
﻿202307,53000001,CVN,익일정산,125000000
﻿202307,53000001,SHK,익일정산,137000000
﻿202307,59000001,TGT,익일정산,3730000
﻿202307,59000001,JVP,익일정산,571000000
﻿202307,59000001,IEK,익일정산,1470000000
﻿202307,59000001,HZO,익일정산,61700000
﻿202307,59000001,VEA,익일정산,745000000
﻿202307,59000001,BVI,익일정산,1490000000
﻿202307,59000001,KYG,익일정산,63500000
﻿202307,59000001,FYT,익일정산,99600000
﻿202307,59000001,ZVX,익일정산,3590000
﻿202307,59000001,FLX,익일정산,689000
﻿202307,59000001,ZDD,익일정산,3080000
﻿202307,59000001,RII,익일정산,404000000
﻿202307,59000001,IUR,익일정산,162000000
﻿202307,59000001,GPM,익일정산,489000
﻿202307,59000001,CAZ,익일정산,28900000
﻿202307,59000001,CVN,익일정산,995000000
﻿202307,59000002,TGT,익일정산,10300000
﻿202307,59000002,JVP,익일정산,3430000000
﻿202307,59000002,IEK,익일정산,6470000000
﻿202307,59000002,HZO,익일정산,1250000000
﻿202307,59000002,HZI,익일정산,21100000000
﻿202307,59000002,KYG,익일정산,343000000
